accountId,accountName,balance,dayPL,equity,grossPL,hedging,isTotal,mc,mcDate,ratePrecision,t,usableMargin,usableMargin3,usableMargin3Perc,usableMarginPerc,usdMr,usdMr3
,,9891.96,80.29945,9970.40945,78.44945,,True,,,0,6,7720.40945,7720.40945,77.43322,77.43322,2250,2250
